Model,Epoch,Validation Loss,Validation Accuracy
Mamba,42,0.7553,65.11
Mamba,43,0.757,66.33
Mamba,44,0.7822,65.44
Mamba,45,0.7698,65.56
Mamba,46,0.7646,66.67
Mamba,47,0.7674,65.33
Mamba,48,0.7364,66.89
Mamba,49,0.7625,67.44
Mamba,50,0.7309,67.11
Mamba,51,0.7338,68.78
Mamba,52,0.7419,68.67
Mamba,53,0.7672,66.56
Mamba,54,0.7356,68.44
Mamba,55,0.7613,68.44
Mamba,56,0.7512,67.33
Mamba,57,0.7349,68.33
Mamba,58,0.7263,69.44
Mamba,59,0.733,69.0
Mamba,60,0.7268,68.89
Mamba,61,0.7319,66.22
Mamba,62,0.736,68.89
Mamba,63,0.7418,68.33
Mamba,64,0.7324,69.0
Mamba,65,0.7296,70.11
Mamba,66,0.7255,69.11
Mamba,67,0.728,69.56
Mamba,68,0.7282,69.78
Mamba,69,0.7247,70.44
Mamba,70,0.7203,69.56
Mamba,71,0.7334,68.56
Mamba,72,0.7243,69.89
Mamba,73,0.7281,69.44
Mamba,74,0.7266,69.89
Mamba,75,0.7376,69.33
Mamba,76,0.7252,69.44
Mamba,77,0.7271,69.33
Mamba,78,0.7266,70.11
Mamba,79,0.7224,69.67
Mamba,80,0.7247,69.67
Transformer,1,0.9285,48.0
Transformer,2,0.8658,50.22
Transformer,3,0.8742,50.67
Transformer,4,0.825,53.11
Transformer,5,0.8465,52.11
Transformer,6,0.8284,54.33
Transformer,7,0.7726,60.56
Transformer,8,0.7701,60.67
Transformer,9,0.7368,59.44
Transformer,10,0.6697,66.33
Transformer,11,0.676,65.0
Transformer,12,0.4173,84.22
Transformer,13,0.3654,84.33
Transformer,14,0.3194,85.56
Transformer,15,0.324,84.67
Transformer,16,0.2382,90.44
Transformer,17,0.2426,90.67
Transformer,18,0.2286,90.22
Transformer,19,0.2973,87.89
Transformer,20,0.2072,91.56
Transformer,21,0.1955,92.0
Transformer,22,0.1946,92.44
Transformer,23,0.2158,90.89
Transformer,24,0.2311,90.0
Transformer,25,0.3076,89.78
Transformer,26,0.1765,93.78
Transformer,27,0.185,93.33
Transformer,28,0.1941,92.44
Transformer,29,0.2035,91.56
Transformer,30,0.1839,93.89
Transformer,31,0.1815,93.56
Transformer,32,0.2082,91.0
Transformer,33,0.152,93.78
Transformer,34,0.1442,93.89
Transformer,35,0.1457,93.89
Transformer,36,0.1346,95.33
Transformer,37,0.1295,95.89
Transformer,38,0.1486,93.89
Transformer,39,0.1242,94.67
Transformer,40,0.129,95.0
Transformer,41,0.1073,95.67
Transformer,42,0.122,95.22
Transformer,43,0.1632,93.56
Transformer,44,0.1067,95.0
Transformer,45,0.1154,94.56
Transformer,46,0.1077,95.78
Transformer,47,0.2306,89.78
Transformer,48,0.2187,90.0
Transformer,49,0.1118,95.44
Transformer,50,0.1746,92.44
Transformer,51,0.1006,95.44
Transformer,52,0.1025,95.22
Transformer,53,0.1031,95.67
Transformer,54,0.1063,95.67
Transformer,55,0.1059,95.44
Transformer,56,0.0998,95.67
Transformer,57,0.1187,96.11
Transformer,58,0.1023,96.33
Transformer,59,0.1008,95.11
Transformer,60,0.1264,93.11
Transformer,61,0.1067,94.89
Transformer,62,0.1089,96.0
Transformer,63,0.0949,95.44
Transformer,64,0.0933,96.22
Transformer,65,0.095,96.22
Transformer,66,0.1044,96.0
Transformer,67,0.0919,96.22
Transformer,68,0.0936,96.11
Transformer,69,0.0908,96.78
Transformer,70,0.0907,96.33
Transformer,71,0.0914,96.22
Transformer,72,0.1042,96.0
Transformer,73,0.0951,96.44
Transformer,74,0.0907,96.44
Transformer,75,0.0908,96.44
Transformer,76,0.093,96.11
Transformer,77,0.0907,96.44
Transformer,78,0.0895,96.67
Transformer,79,0.0873,96.67
Transformer,80,0.0855,97.0
Transformer,81,0.0822,96.56
Transformer,82,0.0843,97.33
Transformer,83,0.0829,96.89
Transformer,84,0.0835,96.89
Transformer,85,0.0884,95.89
Transformer,86,0.0922,96.22
Transformer,87,0.0856,95.89
Transformer,88,0.0748,97.67
Transformer,89,0.0754,96.78
Transformer,90,0.0699,98.11
Transformer,91,0.069,97.89
Transformer,92,0.065,97.56
Transformer,93,0.0672,97.56
Transformer,94,0.0623,98.11
Transformer,95,0.0578,97.89
Transformer,96,0.0565,98.33
Transformer,97,0.0572,98.0
Transformer,98,0.0499,98.22
Transformer,99,0.0494,98.33
Transformer,100,0.0514,98.67
1D-CNN (InceptionTime),1,0.9196,48.11
1D-CNN (InceptionTime),2,0.833,52.78
1D-CNN (InceptionTime),3,0.7334,62.0
1D-CNN (InceptionTime),4,0.4129,84.67
1D-CNN (InceptionTime),5,0.276,90.78
1D-CNN (InceptionTime),6,0.1823,94.78
1D-CNN (InceptionTime),7,0.122,97.0
1D-CNN (InceptionTime),8,0.1169,96.67
1D-CNN (InceptionTime),9,0.196,93.78
1D-CNN (InceptionTime),10,0.1155,96.0
1D-CNN (InceptionTime),11,0.2471,92.56
1D-CNN (InceptionTime),12,0.0512,98.44
1D-CNN (InceptionTime),13,0.0411,98.67
1D-CNN (InceptionTime),14,0.0947,97.33
1D-CNN (InceptionTime),15,0.0262,99.33
1D-CNN (InceptionTime),16,0.0564,98.78
1D-CNN (InceptionTime),17,0.0606,97.78
1D-CNN (InceptionTime),18,0.08,96.78
1D-CNN (InceptionTime),19,0.0437,98.89
1D-CNN (InceptionTime),20,0.0349,99.0
1D-CNN (InceptionTime),21,0.0556,98.22
1D-CNN (InceptionTime),22,0.0204,99.44
1D-CNN (InceptionTime),23,0.0099,99.89
1D-CNN (InceptionTime),24,0.0337,99.0
1D-CNN (InceptionTime),25,0.0248,99.33
1D-CNN (InceptionTime),26,0.0192,99.33
1D-CNN (InceptionTime),27,0.0226,99.33
1D-CNN (InceptionTime),28,0.0345,98.78
1D-CNN (InceptionTime),29,0.0166,99.56
1D-CNN (InceptionTime),30,0.0093,99.78
1D-CNN (InceptionTime),31,0.0154,99.56
1D-CNN (InceptionTime),32,0.0133,99.56
1D-CNN (InceptionTime),33,0.0157,99.56
1D-CNN (InceptionTime),34,0.0102,99.56
1D-CNN (InceptionTime),35,0.0086,99.67
1D-CNN (InceptionTime),36,0.0063,99.78
1D-CNN (InceptionTime),37,0.0268,99.22
1D-CNN (InceptionTime),38,0.0157,99.67
1D-CNN (InceptionTime),39,0.0125,99.67
1D-CNN (InceptionTime),40,0.0211,99.56
1D-CNN (InceptionTime),41,0.0149,99.56
1D-CNN (InceptionTime),42,0.024,99.33
1D-CNN (InceptionTime),43,0.0118,99.56
1D-CNN (InceptionTime),44,0.009,99.56
1D-CNN (InceptionTime),45,0.0054,99.78
1D-CNN (InceptionTime),46,0.0085,99.67
1D-CNN (InceptionTime),47,0.0081,99.78
1D-CNN (InceptionTime),48,0.0067,99.78
1D-CNN (InceptionTime),49,0.0077,99.67
1D-CNN (InceptionTime),50,0.0076,99.78
1D-CNN (InceptionTime),51,0.0152,99.56
1D-CNN (InceptionTime),52,0.0092,99.67
1D-CNN (InceptionTime),53,0.0086,99.67
1D-CNN (InceptionTime),54,0.0057,99.67
1D-CNN (InceptionTime),55,0.0099,99.67
