Model,Epoch,Validation Loss,Validation Accuracy
Mamba,17,0.7456,64.44
Mamba,18,0.7739,62.89
Mamba,19,0.7631,63.67
Mamba,20,0.7785,64.0
Mamba,21,0.796,64.0
Mamba,22,0.6923,68.22
Mamba,23,0.6693,68.11
Mamba,24,0.7067,67.33
Mamba,25,0.6513,70.44
Mamba,26,0.6854,68.0
Mamba,27,0.6754,67.89
Mamba,28,0.6234,72.89
Mamba,29,0.6032,75.0
Mamba,30,0.5807,74.78
Mamba,31,0.8598,69.44
Mamba,32,0.5719,75.44
Mamba,33,0.6441,71.22
Mamba,34,0.5784,74.11
Mamba,35,0.5234,79.67
Mamba,36,0.5202,79.78
Mamba,37,0.5706,75.56
Mamba,38,0.5031,81.78
Mamba,39,0.5562,77.33
Mamba,40,0.519,77.56
Mamba,41,0.5586,77.22
Mamba,42,0.5105,79.11
Mamba,43,0.5638,75.33
Mamba,44,0.4921,78.89
Mamba,45,0.5287,76.56
Mamba,46,0.4957,78.78
Mamba,47,0.4452,84.0
Mamba,48,0.5573,75.56
Mamba,49,0.471,77.89
Mamba,50,0.5096,79.0
Mamba,51,0.4496,82.11
Mamba,52,0.4497,82.78
Mamba,53,0.6433,74.78
Mamba,54,0.5068,80.0
Mamba,55,0.4718,80.67
Mamba,56,0.4289,83.22
Mamba,57,0.434,83.0
Mamba,58,0.4289,81.33
Mamba,59,0.5223,79.22
Mamba,60,0.4385,82.11
Mamba,61,0.4002,83.89
Mamba,62,0.4561,81.44
Mamba,63,0.4109,83.44
Mamba,64,0.4046,84.67
Mamba,65,0.3951,84.22
Mamba,66,0.4339,82.33
Mamba,67,0.4194,82.44
Mamba,68,0.3968,86.11
Mamba,69,0.3915,86.0
Mamba,70,0.4012,84.56
Mamba,71,0.4681,80.67
Mamba,72,0.3838,86.11
Mamba,73,0.3921,84.67
Mamba,74,0.4643,81.78
Mamba,75,0.5165,80.0
Mamba,76,0.4858,81.44
Mamba,77,0.4062,85.33
Mamba,78,0.4621,81.67
Mamba,79,0.3846,85.22
Mamba,80,0.366,86.44
Mamba,81,0.419,84.0
Mamba,82,0.6963,75.56
Mamba,83,0.3705,86.11
Mamba,84,0.3654,85.33
Mamba,85,0.3628,87.67
Mamba,86,0.3723,86.22
Mamba,87,0.3606,86.67
Mamba,88,0.3626,87.78
Mamba,89,0.3817,85.78
Mamba,90,0.3763,85.78
Mamba,91,0.3819,85.33
Mamba,92,0.3893,85.67
Mamba,93,0.3758,85.78
Mamba,94,0.3516,87.78
Mamba,95,0.3524,87.78
Mamba,96,0.3866,85.0
Mamba,97,0.3854,86.67
Mamba,98,0.3705,86.11
Mamba,99,0.3596,87.33
Mamba,100,0.3588,88.56
Transformer,1,1.2708,38.0
Transformer,2,0.8863,57.67
Transformer,3,0.4498,81.0
Transformer,4,0.3093,85.89
Transformer,5,0.2161,92.22
Transformer,6,0.2166,91.89
Transformer,7,0.2146,92.11
Transformer,8,0.2044,91.67
Transformer,9,0.1665,93.0
Transformer,10,0.1552,93.0
Transformer,11,0.2118,91.44
Transformer,12,0.1626,93.22
Transformer,13,0.1849,92.22
Transformer,14,0.1936,91.89
Transformer,15,0.1663,92.67
Transformer,16,0.1755,91.33
Transformer,17,0.1396,93.89
Transformer,18,0.148,93.11
Transformer,19,0.134,93.78
Transformer,20,0.1392,94.11
Transformer,21,0.1363,94.11
Transformer,22,0.1427,93.22
Transformer,23,0.1613,93.78
Transformer,24,0.1352,94.11
Transformer,25,0.1683,93.89
Transformer,26,0.1343,93.78
Transformer,27,0.1341,93.44
Transformer,28,0.1384,93.33
Transformer,29,0.1318,93.78
Transformer,30,0.1276,94.11
Transformer,31,0.1376,93.78
Transformer,32,0.1363,93.67
Transformer,33,0.1344,93.0
Transformer,34,0.1606,93.0
Transformer,35,0.1358,93.22
Transformer,36,0.1567,93.78
Transformer,37,0.1346,94.33
Transformer,38,0.1264,94.11
Transformer,39,0.1302,93.67
Transformer,40,0.1277,93.78
Transformer,41,0.1297,93.89
Transformer,42,0.1431,93.78
Transformer,43,0.1285,94.0
Transformer,44,0.1319,93.89
Transformer,45,0.1296,93.89
Transformer,46,0.1262,93.89
Transformer,47,0.1288,93.56
Transformer,48,0.1275,94.22
Transformer,49,0.1283,94.11
Transformer,50,0.1284,94.0
Transformer,51,0.1288,94.0
Transformer,52,0.1289,93.89
Transformer,53,0.1276,94.11
Transformer,54,0.1293,93.89
Transformer,55,0.1286,94.11
Transformer,56,0.1265,94.0
1D-CNN (InceptionTime),1,1.3536,35.56
1D-CNN (InceptionTime),2,0.8997,57.44
1D-CNN (InceptionTime),3,0.6749,71.33
1D-CNN (InceptionTime),4,0.5439,78.0
1D-CNN (InceptionTime),5,0.5795,78.0
1D-CNN (InceptionTime),6,0.4782,80.11
1D-CNN (InceptionTime),7,0.3167,89.33
1D-CNN (InceptionTime),8,0.2935,89.67
1D-CNN (InceptionTime),9,0.386,86.78
1D-CNN (InceptionTime),10,0.25,91.0
1D-CNN (InceptionTime),11,0.2641,89.89
1D-CNN (InceptionTime),12,0.2686,89.89
1D-CNN (InceptionTime),13,0.2798,89.67
1D-CNN (InceptionTime),14,0.2934,88.67
1D-CNN (InceptionTime),15,0.3002,89.22
1D-CNN (InceptionTime),16,0.2434,90.11
1D-CNN (InceptionTime),17,0.1931,93.11
1D-CNN (InceptionTime),18,0.2079,91.78
1D-CNN (InceptionTime),19,0.1391,95.44
1D-CNN (InceptionTime),20,0.2325,91.0
1D-CNN (InceptionTime),21,0.138,94.89
1D-CNN (InceptionTime),22,0.0716,97.89
1D-CNN (InceptionTime),23,0.1171,95.89
1D-CNN (InceptionTime),24,0.1355,95.22
1D-CNN (InceptionTime),25,0.0971,97.56
1D-CNN (InceptionTime),26,0.0662,97.89
1D-CNN (InceptionTime),27,0.0627,98.11
1D-CNN (InceptionTime),28,0.0943,97.22
1D-CNN (InceptionTime),29,0.1038,96.56
1D-CNN (InceptionTime),30,0.0655,98.0
1D-CNN (InceptionTime),31,0.0794,97.89
1D-CNN (InceptionTime),32,0.0672,97.67
1D-CNN (InceptionTime),33,0.0421,98.67
1D-CNN (InceptionTime),34,0.0537,98.33
1D-CNN (InceptionTime),35,0.0455,98.89
1D-CNN (InceptionTime),36,0.0368,98.89
1D-CNN (InceptionTime),37,0.0484,98.56
1D-CNN (InceptionTime),38,0.0631,98.56
1D-CNN (InceptionTime),39,0.0673,98.22
1D-CNN (InceptionTime),40,0.0378,98.67
1D-CNN (InceptionTime),41,0.0379,98.78
1D-CNN (InceptionTime),42,0.0719,98.33
1D-CNN (InceptionTime),43,0.0345,98.89
1D-CNN (InceptionTime),44,0.0436,98.67
1D-CNN (InceptionTime),45,0.0466,98.67
1D-CNN (InceptionTime),46,0.0372,98.89
1D-CNN (InceptionTime),47,0.039,98.89
1D-CNN (InceptionTime),48,0.0371,98.89
1D-CNN (InceptionTime),49,0.0389,98.89
1D-CNN (InceptionTime),50,0.0359,99.0
1D-CNN (InceptionTime),51,0.0365,99.0
1D-CNN (InceptionTime),52,0.0389,99.0
1D-CNN (InceptionTime),53,0.0402,99.0
